title,released,rating_x,ratings_count_x,metacritic_score,genres,platforms,developer,publisher,rating_y,user score,ratings_count_y
THE MUNCHABLES,2009-05-26,,,,ACTION,WII,NOW PRODUCTION,NAMCO BANDAI GAMES,RATED E FOR EVERYONE,7.8,9.0
THE MUPPETS MOVIE ADVENTURES,2015-09-01,,,,3D PLATFORMER,PLAYSTATION VITA,VIRTUAL TOYS,SCEA,RATED E FOR EVERYONE,6.7,24.0
THE MURDER OF SONIC THE HEDGEHOG,2023-03-31,,36.0,,,,,,,,
THE MURDER OF SONIC THE HEDGEHOG,2023-03-31,,,,VISUAL NOVEL,PC,SEGA,SEGA,RATED E FOR EVERYONE,8.4,152.0
THE MUSIC MACHINE,2015-05-06,,8.0,,,,,,,,
THE MYSTERIOUS CITIES OF GOLD,2013-11-20,,5.0,,,,,,,,
THE NADI PROJECT,2016-06-01,,4.0,,,,,,,,
THE NEED FOR SPEED,1994-08-31,EVERYONE,99.0,,,,,,,,
THE NEVERHOOD,1996-10-31,TEEN,263.0,,,,,,,,
THE NEW YORK TIMES CROSSWORDS,2007-05-29,,,,LOGIC PUZZLE,DS,BUDCAT,MAJESCO,RATED T FOR TEEN,0.0,0.0
THE NEXT BIG THING,2011-04-20,,47.0,75.0,,,,,,,
THE NEXT BIG THING,2011-04-21,,,,ADVENTURE,PC,PENDULO STUDIOS,FOCUS HOME INTERACTIVE,RATED E +10 FOR EVERYONE +10,7.3,52.0
THE NEXT DOOR,2016-03-22,,33.0,,,,,,,,
THE NEXT PENELOPE,2015-05-29,,12.0,82.0,,,,,,,
THE NEXT PENELOPE,2017-12-21,,,,FUTURE RACING,PC,AURELIEN REGARD,AURELIEN REGARD,RATED E FOR EVERYONE,7.2,15.0
THE NIGHT CAFE: A VR TRIBUTE TO VINCENT VAN GOGH,2016-06-03,,14.0,,,,,,,,
THE NIGHT OF THE RABBIT,2013-05-28,,115.0,75.0,,,,,,,
THE NIGHT OF THE RABBIT,2013-05-28,,,,POINT-AND-CLICK,PC,DAEDALIC ENTERTAINMENT,DAEDALIC ENTERTAINMENT,,7.5,108.0
THE NIGHTMARE COOPERATIVE,2014-07-16,,9.0,,,,,,,,
THE NIGHTMARE OF DRUAGA,2004-10-26,,,,ROGUELIKE,PLAYSTATION 2,ARIKA,NAMCO,RATED E FOR EVERYONE,8.3,0.0
THE NINJA SAVIORS RETURN OF THE WARRIORS,2019-10-15,,,,2D BEAT-'EM-UP,NINTENDO SWITCH,NATSUME ATARI INC.,ININ GAMES,RATED T FOR TEEN,7.7,23.0
THE NIOH COLLECTION,2021-02-05,,,,COMPILATION,PLAYSTATION 5,TEAM NINJA,SONY INTERACTIVE ENTERTAINMENT,RATED M FOR MATURE,7.5,167.0
THE NORWOOD SUITE,2017-05-06,,47.0,,,,,,,,
THE NOTE,2015-07-23,,12.0,,,,,,,,
THE NOVELIST,2013-12-10,,45.0,66.0,,,,,,,
THE NOVELIST,2013-12-10,,,,MISCELLANEOUS,PC,ORTHOGONAL GAMES,ORTHOGONAL GAMES,,6.2,42.0
THE OCCUPATION,2019-03-04,MATURE,36.0,67.0,,,,,,,
THE OCCUPATION,2019-03-05,,,,FIRST-PERSON ADVENTURE,PC,WHITE PAPER GAMES,HUMBLE GAMES,RATED T FOR TEEN,4.1,18.0
THE ODYSSEY: WINDS OF ATHENA,2015-11-06,,32.0,,,,,,,,
THE OIL BLUE: STEAM LEGACY EDITION,2015-08-06,,3.0,,,,,,,,
THE OLD CITY LEVIATHAN,2014-12-03,,,,FIRST-PERSON ADVENTURE,PC,POSTMOD SOFTWORKS,POSTMOD SOFTWORKS,,5.9,36.0
THE OLD CITY: LEVIATHAN,2014-12-01,,24.0,62.0,,,,,,,
THE OLD TREE,2015-01-26,,14.0,,,,,,,,
THE OMEGA STONE RIDDLE OF THE SPHINX II,2003-03-19,,,,FIRST-PERSON ADVENTURE,PC,OMNI CREATIVE GROUP,DREAMCATCHER INTERACTIVE,RATED E FOR EVERYONE,0.0,0.0
THE OPERATIVE NO ONE LIVES FOREVER,2000-11-11,,,,FPS,PLAYSTATION 2,MONOLITH PRODUCTIONS,FOX INTERACTIVE,RATED M FOR MATURE,8.6,227.0
THE OPERATIVE: NO ONE LIVES FOREVER,2000-11-09,MATURE,116.0,79.0,,,,,,,
THE ORANGE BOX,2007-10-10,,,,COMPILATION,PC,VALVE SOFTWARE,EA GAMES,RATED M FOR MATURE,8.9,769.0
THE ORANGE BOX,2008-01-01,TEEN,322.0,94.0,,,,,,,
THE ORB CHAMBERS,2016-06-03,,12.0,,,,,,,,
THE ORDER 1886,2015-02-20,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 4,READY AT DAWN,SCEA,RATED M FOR MATURE,6.8,4117.0
THE ORDER: 1886,2015-01-13,MATURE,960.0,63.0,,,,,,,
THE ORIGINAL STRIFE: VETERAN EDITION,2014-12-12,,14.0,,,,,,,,
THE OTHER BROTHERS,2013-04-04,,,,ADVENTURE,IOS (IPHONE/IPAD),3D ATTACK INTERACTIVE,3D ATTACK INTERACTIVE,,0.0,0.0
THE OUTER WORLDS,2019-10-25,,1410.0,80.0,,,,,,,
THE OUTER WORLDS,2019-10-25,,,,WESTERN RPG,PLAYSTATION 4,OBSIDIAN ENTERTAINMENT,PRIVATE DIVISION,RATED M FOR MATURE,7.9,1561.0
THE OUTER WORLDS 2,,,3.0,,,,,,,,
THE OUTER WORLDS MURDER ON ERIDANOS,2021-03-17,,,,WESTERN RPG,PC,OBSIDIAN ENTERTAINMENT,PRIVATE DIVISION,,7.6,40.0
THE OUTER WORLDS PERIL ON GORGON,2020-09-09,,,,WESTERN RPG,XBOX ONE,OBSIDIAN ENTERTAINMENT,PRIVATE DIVISION,,6.6,102.0
THE OUTER WORLDS SPACER'S CHOICE EDITION,2023-03-07,,,,WESTERN RPG,XBOX SERIES X,OBSIDIAN ENTERTAINMENT,PRIVATE DIVISION,RATED M FOR MATURE,5.3,35.0
THE OUTER WORLDS: SPACER'S CHOICE EDITION,2023-03-07,,21.0,,,,,,,,
THE OUTFIT,2006-03-13,MATURE,18.0,,,,,,,,
THE OUTFIT,2006-03-13,,,,TACTICAL THIRD PERSON SHOOTER,XBOX 360,RELIC ENTERTAINMENT,THQ,RATED M FOR MATURE,7.7,17.0
THE OUTLAST TRIALS,2024-03-05,,14.0,,,,,,,,
THE OUTLAST TRIALS,2024-03-05,,,,SURVIVAL,PC,RED BARRELS,RED BARRELS,,0.0,0.0
THE PACKAGE,2010-05-22,,,,STRATEGY,IOS (IPHONE/IPAD),ROCK POCKET LTD,ROCK POCKET LTD,,0.0,0.0
THE PADRE,2019-04-18,,,,ADVENTURE,PC,SHOTGUN WITH GLITTERS,FEARDEMIC,,0.0,0.0
THE PAINSCREEK KILLINGS,2017-09-26,,46.0,,,,,,,,
THE PALE BEYOND,2023-02-24,,8.0,,,,,,,,
THE PALE BEYOND,2023-02-24,,,,ADVENTURE,PC,BELLULAR STUDIOS,FELLOW TRAVELLER,,6.1,22.0
THE PANIC ROOM,2016-04-27,,4.0,,,,,,,,
THE PARK,2015-10-26,MATURE,58.0,67.0,,,,,,,
THE PARK,2015-10-27,,,,SURVIVAL,PC,FUNCOM,FUNCOM,,6.1,87.0
THE PARTNERS,2002-09-09,,,,REAL-TIME STRATEGY,PC,MONTE CRISTO,STRATEGY FIRST,RATED T FOR TEEN,0.0,0.0
THE PAST WITHIN,2022-11-01,TEEN,51.0,,,,,,,,
THE PAST WITHIN,2022-11-02,,,,POINT-AND-CLICK,PC,RUSTY LAKE,RUSTY LAKE,,8.1,9.0
THE PASTURE,2017-01-17,,5.0,,,,,,,,
THE PATH,2009-03-18,,83.0,79.0,,,,,,,
THE PATH,2009-03-18,,,,THIRD-PERSON ADVENTURE,PC,TALE OF TALES,TALE OF TALES,,6.6,84.0
THE PATHLESS,2020-11-12,EVERYONE 10+,100.0,78.0,,,,,,,
THE PATHLESS,2020-11-12,,,,OPEN-WORLD ACTION,PLAYSTATION 4,GIANT SQUID,ANNAPURNA INTERACTIVE,RATED E +10 FOR EVERYONE +10,7.7,137.0
THE PEDESTRIAN,2020-01-29,EVERYONE,147.0,82.0,,,,,,,
THE PEDESTRIAN,2020-01-29,,,,ACTION PUZZLE,PC,SKOOKUM ARTS,SKOOKUM ARTS,,7.9,78.0
THE PERILS OF MAN,2015-04-28,,,,POINT-AND-CLICK,PC,IF GAMES,IF GAMES,,7.3,24.0
THE PERSISTENCE,2018-07-24,,26.0,78.0,,,,,,,
THE PERSISTENCE,2020-05-21,,,,FIRST-PERSON ADVENTURE,XBOX ONE,FIRESPRITE,FIRESPRITE,RATED M FOR MATURE,4.9,10.0
THE PERSISTENCE VR,2018-07-24,,,,FIRST-PERSON ADVENTURE,PLAYSTATION 4,FIRESPRITE,FIRESPRITE,RATED M FOR MATURE,8.2,76.0
THE PINBALL ARCADE,2013-12-17,,,,PINBALL,PLAYSTATION VITA,FARSIGHT STUDIOS,FARSIGHT STUDIOS,RATED E +10 FOR EVERYONE +10,6.7,90.0
THE PINBALL HD,2010-04-22,,,,PINBALL,IOS (IPHONE/IPAD),OOO GAMEPROM,OOO GAMEPROM,,0.0,0.0
THE PINBALL OF THE DEAD,2002-06-16,,,,PINBALL,GAME BOY ADVANCE,SEGA,THQ,RATED T FOR TEEN,6.8,6.0
THE PIRATE: CARIBBEAN HUNT,2016-06-04,TEEN,26.0,,,,,,,,
THE PIRATE: PLAGUE OF THE DEAD,2017-10-06,TEEN,5.0,,,,,,,,
THE PIT AND THE PENDULUM,2016-04-29,,11.0,,,,,,,,
THE PLAN,2014-02-14,,165.0,50.0,,,,,,,
THE PLANE EFFECT PROLOGUE,2021-07-23,,2.0,,,,,,,,
THE PLANET CRAFTER,2022-03-23,,19.0,,,,,,,,
THE PLAYROOM,2013-11-15,EVERYONE 10+,783.0,,,,,,,,
THE PLAYROOM VR,2016-10-10,TEEN,240.0,,,,,,,,
THE POLAR EXPRESS,2004-11-02,,,,ACTION ADVENTURE,PC,BLUE TONGUE ENTERTAINMENT,THQ,RATED E FOR EVERYONE,7.3,15.0
THE POLITICAL MACHINE,2004-08-10,,9.0,,,,,,,,
THE POLITICAL MACHINE,2004-08-12,,,,STRATEGY,PC,STARDOCK,UBISOFT,RATED T FOR TEEN,0.0,0.0
THE POLITICAL MACHINE 2008,2008-06-24,,,,STRATEGY,PC,STARDOCK,STARDOCK,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE POLITICAL MACHINE 2012,2012-07-31,,,,TURN-BASED STRATEGY,PC,STARDOCK,STARDOCK,,6.5,30.0
THE POLITICAL MACHINE 2016,2016-02-04,,13.0,,,,,,,,
THE POLYNOMIAL - SPACE OF THE MUSIC,2010-10-15,,28.0,,,,,,,,
THE POWERPUFF GIRLS MOJO JOJO AGOGO,2001-11-27,,,,HORIZONTAL SHOOT-'EM-UP,GAME BOY ADVANCE,SENNARI INTERACTIVE,BAM ENTERTAINMENT,RATED E FOR EVERYONE,7.2,6.0
THE PRECURSORS,2010-12-24,,24.0,,,,,,,,
THE PRICE OF FREEDOM,2016-12-22,,7.0,,,,,,,,
THE PRINCESS GUIDE,2019-03-26,,,,STRATEGY,PLAYSTATION 4,NIPPON ICHI SOFTWARE,NIS AMERICA,RATED T FOR TEEN,4.6,7.0
THE PRISM,2015-09-03,,2.0,,,,,,,,
THE PRISON EXPERIMENT: BATTLE ROYALE,2018-06-01,,6.0,,,,,,,,
THE PROCESSION TO CALVARY,2020-04-09,,,,POINT-AND-CLICK,PC,JOE RICHARDSON,JOE RICHARDSON,RATED M FOR MATURE,8.1,31.0
THE PROCESSION TO CALVARY,2020-12-11,MATURE,36.0,,,,,,,,
THE PROMISED LAND,2014-04-25,,10.0,,,,,,,,
THE PUNISHER,2005-01-17,,,,THIRD PERSON SHOOTER,PLAYSTATION 2,VOLITION INC.,THQ,RATED M FOR MATURE,8.3,27.0
THE PUNISHER,2005-01-18,MATURE,190.0,68.0,,,,,,,
THE PUNISHER NO MERCY,2009-07-02,,,,FPS,PLAYSTATION 3,ZEN STUDIOS,ZEN STUDIOS,RATED M FOR MATURE,6.2,10.0
THE PUPPET MASTER,2016-10-21,,2.0,,,,,,,,
THE PURRING QUEST,2015-11-12,,17.0,,,,,,,,
THE QUARRY,2022-06-09,MATURE,260.0,,,,,,,,
THE QUARRY,2022-06-10,,,,THIRD-PERSON ADVENTURE,PC,SUPERMASSIVE GAMES,2K GAMES,RATED M FOR MATURE,6.1,419.0
THE QUIET MAN,2018-11-01,MATURE,34.0,34.0,,,,,,,
THE QUIET MAN,2018-11-01,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 4,HUMAN HEAD STUDIOS,SQUARE ENIX,RATED M FOR MATURE,1.8,167.0
THE RAMP,2021-08-03,,11.0,,,,,,,,
THE RAMP,2021-08-03,,,,SKATING,PC,HYPERPARADISE,HYPERPARADISE,,0.0,0.0
THE RANGER: LOST TRIBE,2017-08-01,,3.0,,,,,,,,
THE RARE NINE,2017-10-31,,6.0,,,,,,,,
THE RAVEN - LEGACY OF A MASTER THIEF,2013-07-23,TEEN,21.0,74.0,,,,,,,
THE RAVEN LEGACY OF A MASTER THIEF,2013-07-23,,,,POINT-AND-CLICK,XBOX 360,KING ART,THE ADVENTURE COMPANY,RATED T FOR TEEN,6.7,77.0
THE RAVEN LEGACY OF A MASTER THIEF  A MURDER OF RAVENS,2013-09-24,,,,POINT-AND-CLICK,XBOX 360,KING ART,THE ADVENTURE COMPANY,,4.5,15.0
THE RAVEN LEGACY OF A MASTER THIEF  ANCESTRY OF LIES,2013-08-27,,,,POINT-AND-CLICK,XBOX 360,KING ART,THE ADVENTURE COMPANY,,0.0,0.0
THE RAVEN REMASTERED,2018-03-12,,38.0,,,,,,,,
THE RAVEN REMASTERED,2018-03-13,,,,POINT-AND-CLICK,PLAYSTATION 4,THQ NORDIC,THQ NORDIC,RATED T FOR TEEN,5.8,23.0
THE RED LANTERN,2020-10-22,,,,SURVIVAL,NINTENDO SWITCH,TIMBERLINE STUDIO,TIMBERLINE STUDIO,RATED T FOR TEEN,5.0,10.0
THE RED SOLSTICE,2014-07-10,,,,ACTION,PC,IRONWARD,IRONWARD,,7.3,59.0
THE RED SOLSTICE,2015-07-09,,167.0,74.0,,,,,,,
THE RED STAR,2007-04-23,,,,ACTION,IOS (IPHONE/IPAD),XS GAMES,XS GAMES,RATED T FOR TEEN,7.2,13.0
THE RED STARE,2017-07-31,EVERYONE,7.0,,,,,,,,
THE RED STRINGS CLUB,2018-01-21,,286.0,80.0,,,,,,,
THE RED STRINGS CLUB,2018-01-22,,,,VISUAL NOVEL,PC,DECONSTRUCTEAM,DEVOLVER DIGITAL,,7.6,151.0
THE RETURN HOME,2016-07-29,,4.0,,,,,,,,
THE REVENGE OF SHINOBI,2002-11-19,,,,2D PLATFORMER,GAME BOY ADVANCE,3D6 GAMES,THQ,RATED E FOR EVERYONE,0.0,0.0
THE RIFTBREAKER,2021-10-14,,76.0,,,,,,,,
THE RIFTBREAKER,2021-10-14,,,,ACTION RPG,PC,EXOR STUDIOS,MAXIMUM GAMES,RATED T FOR TEEN,8.3,67.0
THE RIFTBREAKER: PROLOGUE,2020-08-04,,11.0,,,,,,,,
THE RIPPING FRIENDS THE WORLD'S MOST MANLY MEN!,2002-03-24,,,,2D BEAT-'EM-UP,GAME BOY ADVANCE,SOFTWARE CREATIONS,THQ,RATED E FOR EVERYONE,0.0,0.0
THE ROOM,2012-09-19,,337.0,73.0,,,,,,,
THE ROOM,2018-10-18,,,,ADVENTURE,IOS (IPHONE/IPAD),FIREPROOF GAMES,TEAM17,RATED E FOR EVERYONE,8.0,26.0
THE ROOM 4 OLD SINS,2018-01-25,,,,FIRST-PERSON ADVENTURE,PC,FIREPROOF GAMES,FIREPROOF GAMES,RATED E FOR EVERYONE,8.2,20.0
THE ROOM 4: OLD SINS,2018-01-25,,87.0,86.0,,,,,,,
THE ROOM THREE,2015-11-04,,158.0,90.0,,,,,,,
THE ROOM THREE,2015-11-04,,,,PUZZLE,IOS (IPHONE/IPAD),FIREPROOF GAMES,FIREPROOF GAMES,,7.8,44.0
THE ROOM TWO,2013-12-12,,230.0,88.0,,,,,,,
THE ROOM TWO,2013-12-12,,,,FIRST-PERSON ADVENTURE,IOS (IPHONE/IPAD),FIREPROOF GAMES,FIREPROOF GAMES,,7.6,52.0
THE ROOM VR A DARK MATTER,2020-03-26,,,,FIRST-PERSON ADVENTURE,PC,FIREPROOF GAMES,FIREPROOF GAMES,RATED E FOR EVERYONE,6.5,24.0
THE ROOM VR: A DARK MATTER,2020-03-26,,26.0,,,,,,,,
THE ROSE AND I,2016-04-05,,5.0,,,,,,,,
THE RUB RABBITS!,2006-02-13,,,,PARTY,DS,SONIC TEAM,SEGA,RATED T FOR TEEN,0.0,0.0
THE RUMBLE FISH 2,2022-12-07,,,,2D FIGHTING,NINTENDO SWITCH,SUNCREST GAMES,3GOO,RATED T FOR TEEN,4.6,5.0
THE SABOTEUR,2009-12-04,MATURE,363.0,66.0,,,,,,,
THE SABOTEUR,2009-12-08,,,,OPEN-WORLD ACTION,XBOX 360,PANDEMIC STUDIOS,ELECTRONIC ARTS,RATED M FOR MATURE,8.0,111.0
THE SACRED RINGS,2007-03-07,,,,FIRST-PERSON ADVENTURE,PC,STREKO-GRAPHICS INC.,THE ADVENTURE COMPANY,RATED E +10 FOR EVERYONE +10,7.3,0.0
THE SAD STORY OF EMMELINE BURNS,2016-01-05,,13.0,,,,,,,,
THE SAGA OF RYZOM,2004-09-20,,,,MMORPG,PC,NEVRAX,TRI SYNERGY,RATED T FOR TEEN,7.0,11.0
THE SAILOR'S DREAM,2014-11-06,,,,ADVENTURE,IOS (IPHONE/IPAD),SIMOGO,SIMOGO,,6.0,8.0
THE SAMARITAN PARADOX,2014-03-20,,6.0,75.0,,,,,,,
THE SANDBOX EVOLUTION - CRAFT A 2D PIXEL UNIVERSE!,2016-11-15,,18.0,,,,,,,,
THE SCORPION KING RISE OF THE AKKADIAN,2002-09-11,,,,3D BEAT-'EM-UP,GAMECUBE,POINT OF VIEW,UNIVERSAL INTERACTIVE,RATED T FOR TEEN,0.0,0.0
THE SCORPION KING SWORD OF OSIRIS,2002-03-31,,,,2D PLATFORMER,GAME BOY ADVANCE,WAYFORWARD,UNIVERSAL INTERACTIVE,RATED E FOR EVERYONE,8.2,12.0
THE SCOURGE PROJECT EPISODES 1 AND 2,2010-04-09,,,,FPS,PC,TRAGNARION STUDIOS,BITBOX S.L.,,3.5,17.0
THE SEARCH,2017-04-13,,62.0,,,,,,,,
THE SECRET OF MONKEY ISLAND,1990-10-01,,178.0,,,,,,,,
THE SECRET OF MONKEY ISLAND SPECIAL EDITION,2009-07-15,,,,POINT-AND-CLICK,XBOX 360,LUCASARTS,LUCASARTS,RATED E +10 FOR EVERYONE +10,7.7,67.0
THE SECRET OF MONKEY ISLAND: SPECIAL EDITION,2009-07-15,TEEN,328.0,86.0,,,,,,,
THE SECRET OF PINEVIEW FOREST,2016-10-31,,1.0,,,,,,,,
THE SECRET OF TREMENDOUS CORPORATION,2015-10-12,,9.0,,,,,,,,
THE SECRET ORDER 2: MASKED INTENT,2015-11-05,,10.0,,,,,,,,
THE SECRET ORDER 3: ANCIENT TIMES,2016-03-10,,7.0,,,,,,,,
THE SECRET SATURDAYS BEASTS OF THE 5TH SUN,2009-10-20,,,,ACTION ADVENTURE,WII,HIGH VOLTAGE SOFTWARE,D3PUBLISHER,RATED E +10 FOR EVERYONE +10,0.0,0.0
THE SECRET WORLD,2012-07-03,,,,MMORPG,PC,FUNCOM,FUNCOM,RATED M FOR MATURE,8.3,1303.0
THE SECRETS OF ATLANTIS,2007-05-29,,,,FIRST-PERSON ADVENTURE,PC,ATLANTIS INTERACTIVE ENTERTAINMENT,THE ADVENTURE COMPANY,RATED T FOR TEEN,3.7,6.0
THE SECRETS OF DA VINCI THE FORBIDDEN MANUSCRIPT,2006-06-07,,,,POINT-AND-CLICK,PC,KHEOPS STUDIO,TRI SYNERGY,RATED E +10 FOR EVERYONE +10,6.9,7.0
THE SERPENT ROGUE,2022-04-26,,5.0,,,,,,,,
THE SERPENT ROGUE,2022-04-26,,,,ACTION ADVENTURE,PC,SENGI GAMES,TEAM17,,2.8,0.0
THE SETTLERS - NEW ALLIES,2023-02-17,EVERYONE 10+,15.0,57.0,,,,,,,
THE SETTLERS 2: 10TH ANNIVERSARY,2006-10-26,EVERYONE 10+,39.0,,,,,,,,
THE SETTLERS 7 PATHS TO A KINGDOM,2010-03-23,,,,MANAGEMENT,PC,BLUE BYTE,UBISOFT,RATED E +10 FOR EVERYONE +10,5.9,135.0
THE SETTLERS HISTORY COLLECTION,2018-11-15,,,,COMPILATION,PC,UBISOFT BLUE BYTE,UBISOFT,,6.1,7.0
THE SETTLERS NEW ALLIES,2023-02-17,,,,MANAGEMENT,PC,UBISOFT BLUE BYTE,UBISOFT,RATED E +10 FOR EVERYONE +10,2.9,103.0
THE SETTLERS ONLINE,2015-08-19,,23.0,,,,,,,,
THE SETTLERS RISE OF AN EMPIRE,2007-09-25,,,,MANAGEMENT,PC,BLUE BYTE,UBISOFT,RATED E +10 FOR EVERYONE +10,7.3,43.0
THE SEVEN DEADLY SINS KNIGHTS OF BRITANNIA,2018-02-09,,,,3D BEAT-'EM-UP,PLAYSTATION 4,NATSUME ATARI INC.,BANDAI NAMCO GAMES,RATED T FOR TEEN,6.1,36.0
THE SEXY BRUTALE,2017-03-31,,148.0,83.0,,,,,,,
THE SEXY BRUTALE,2017-04-11,,,,ADVENTURE,PC,CAVALIER GAME STUDIOS,TEQUILA WORKS,RATED T FOR TEEN,7.7,94.0
THE SHADOW SUN,2013-12-19,,,,JRPG,IOS (IPHONE/IPAD),OSSIAN STUDIOS,OSSIAN STUDIOS,,0.0,0.0
THE SHAPESHIFTING DETECTIVE,2018-11-06,,47.0,70.0,,,,,,,
THE SHAPESHIFTING DETECTIVE,2018-11-06,,,,ADVENTURE,PC,D'AVEKKI STUDIOS LIMITED,WALES INTERACTIVE,RATED T FOR TEEN,6.2,5.0
THE SHATTERING,2020-04-21,,,,FIRST-PERSON ADVENTURE,PC,SUPERSEXYSOFTWARE,DECK 13,,6.0,14.0
THE SHIELD THE GAME,2007-01-09,,,,THIRD PERSON SHOOTER,PLAYSTATION 2,POINT OF VIEW,ASPYR,RATED M FOR MATURE,6.0,5.0
THE SHIP,2006-07-11,,43.0,,,,,,,,
THE SHIP,2006-07-11,,,,FPS,PC,OUTERLIGHT,OUTERLIGHT,RATED T FOR TEEN,7.1,61.0
THE SHIP: MURDER PARTY,2006-07-11,,177.0,76.0,,,,,,,
THE SHIP: REMASTED,2016-10-31,,16.0,,,,,,,,
THE SHIP: SINGLE PLAYER,2006-11-20,,171.0,,,,,,,,
THE SHIVAH,2013-08-14,,47.0,,,,,,,,
THE SHIVAH KOSHER EDITION,2013-11-21,,,,POINT-AND-CLICK,IOS (IPHONE/IPAD),WADJET EYE GAMES,WADJET EYE GAMES,,0.0,0.0
THE SHOOT,2010-10-19,,,,LIGHT GUN,PLAYSTATION 3,COHORT STUDIOS,SCEA,RATED T FOR TEEN,6.5,17.0
THE SHOPKEEPER,2014-10-23,,4.0,,,,,,,,
THE SHORE,2021-02-18,,12.0,59.0,,,,,,,
THE SHORE,2021-02-19,,,,SURVIVAL,PC,ARES DRAGONIS,ARES DRAGONIS,,5.3,12.0
THE SHOWDOWN EFFECT,2013-03-05,ADULTS ONLY,97.0,67.0,,,,,,,
THE SHOWDOWN EFFECT,2013-03-05,,,,ACTION,PC,ARROWHEAD GAME STUDIOS,PARADOX INTERACTIVE,,6.9,84.0
THE SHROUDED ISLE,2017-08-04,,55.0,,,,,,,,
THE SHROUDED ISLE,2017-08-04,,,,SIMULATION,PC,JONGWOO KIM,KITFOX GAMES,,6.0,6.0
THE SIGNAL FROM TOLVA,2017-04-10,,,,FIRST-PERSON ADVENTURE,PC,BIG ROBOT LTD,BIG ROBOT LTD,,6.1,10.0
THE SIGNAL FROM TÖLVA,2017-04-10,,27.0,,,,,,,,
THE SIGNIFIER,2020-10-15,,,,FIRST-PERSON ADVENTURE,PC,PLAYMESTUDIO,RAW FURY,,6.9,20.0
THE SILENT AGE,2012-12-06,TEEN,203.0,84.0,,,,,,,
THE SILENT AGE,2012-12-06,,,,POINT-AND-CLICK,IOS (IPHONE/IPAD),HOUSE ON FIRE,HOUSE ON FIRE,,6.8,26.0
THE SILENT HILL EXPERIENCE,2006-04-06,,,,APPLICATION,PSP,KONAMI,KONAMI,,6.3,9.0
THE SILVER CASE,2016-10-06,MATURE,46.0,67.0,,,,,,,
THE SILVER CASE,2017-04-18,,,,VISUAL NOVEL,PC,GRASSHOPPER MANUFACTURE,NIS AMERICA,RATED M FOR MATURE,7.8,38.0
THE SILVER CASE 2425,2021-07-06,,,,COMPILATION,NINTENDO SWITCH,NIPPON ICHI SOFTWARE,NIS AMERICA,RATED M FOR MATURE,6.9,7.0
THE SIMPSONS ARCADE,2009-12-21,,,,2D BEAT-'EM-UP,IOS (IPHONE/IPAD),IRON MONKEY,ELECTRONIC ARTS,,0.0,0.0
THE SIMPSONS ARCADE GAME,1991-01-01,,28.0,,,,,,,,
THE SIMPSONS ARCADE GAME,2012-02-03,,,,2D BEAT-'EM-UP,XBOX 360,,,RATED E +10 FOR EVERYONE +10,6.9,25.0
THE SIMPSONS GAME,2007-10-30,TEEN,117.0,70.0,,,,,,,
THE SIMPSONS GAME,2007-10-30,,,,3D PLATFORMER,WII,EA REDWOOD SHORES,EA GAMES,RATED T FOR TEEN,7.7,81.0
THE SIMPSONS HIT & RUN,2003-09-16,,,,ACTION ADVENTURE,PC,RADICAL ENTERTAINMENT,VU GAMES,RATED T FOR TEEN,8.6,195.0
THE SIMPSONS ROAD RAGE,2001-11-24,,,,AUTO RACING,GAMECUBE,RADICAL ENTERTAINMENT,ELECTRONIC ARTS,RATED T FOR TEEN,6.9,37.0
THE SIMPSONS SKATEBOARDING,2002-11-12,,,,SKATING,PLAYSTATION 2,THE CODE MONKEYS,ELECTRONIC ARTS,RATED T FOR TEEN,3.7,18.0
THE SIMPSONS TAPPED OUT,2012-03-01,,,,MANAGEMENT,IOS (IPHONE/IPAD),ELECTRONIC ARTS,ELECTRONIC ARTS,,6.5,59.0
THE SIMPSONS WRESTLING,2001-04-03,,,,WRESTLING,PLAYSTATION,BIG APE PRODUCTIONS,ACTIVISION,RATED T FOR TEEN,5.3,32.0
THE SIMPSONS: HIT & RUN,2003-09-16,TEEN,302.0,,,,,,,,
THE SIMS,2000-01-31,,,,VIRTUAL LIFE,PLAYSTATION 2,MAXIS,MAXIS,RATED T FOR TEEN,8.0,803.0
THE SIMS,2000-02-01,TEEN,393.0,88.0,,,,,,,
THE SIMS 2,2004-09-14,TEEN,503.0,82.0,,,,,,,
THE SIMS 2,2004-09-14,,,,VIRTUAL LIFE,PLAYSTATION 2,MAXIS,EA GAMES,RATED T FOR TEEN,8.5,904.0
THE SIMS 2 APARTMENT LIFE,2008-08-26,,,,VIRTUAL LIFE,PC,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED T FOR TEEN,7.5,21.0
THE SIMS 2 APARTMENT PETS,2008-08-26,,,,VIRTUAL LIFE,DS,FULL FAT,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
THE SIMS 2 BON VOYAGE,2007-09-04,,,,VIRTUAL LIFE,PC,MAXIS,ELECTRONIC ARTS,RATED T FOR TEEN,7.6,17.0
THE SIMS 2 CASTAWAY,2007-10-23,,,,VIRTUAL LIFE,DS,MAXIS,ELECTRONIC ARTS,RATED T FOR TEEN,7.1,7.0
